iso3,year,fin_dev,gdp_pc_ppp,npl_ratio
AGO,2002,3.03311210864388,4241.2915015658,
AGO,2003,3.48172606084937,4322.19773214742,
AGO,2004,3.83757780673708,4770.68802563462,
AGO,2005,3.75414672072978,5415.61212018099,
AGO,2006,5.73842137344726,6017.8181625251,
AGO,2007,8.73470187046142,6727.96328856831,
AGO,2008,10.7640890394211,7315.60233056666,
AGO,2009,19.7878758431169,7227.56364237588,
AGO,2010,17.1489083789989,7411.65460883624,3.17305056414187
AGO,2011,16.7260465617353,7537.59656403345,2.01496821504011
AGO,2012,17.841317732353,8246.36081151609,4.35011884491608
AGO,2013,18.974551825246,8504.09532072053,7.97676918024597
AGO,2014,17.6209947984728,9017.69018162269,10.1905320738466
AGO,2015,21.1900160166669,8067.48584683018,10.6112339715733
AGO,2016,17.5708289576439,7766.83787525546,11.2850858065096
AGO,2017,13.9036682684999,8006.83661497696,25.8360610272673
AGO,2018,12.2774239221397,8278.36886170469,23.2217366851526
AGO,2019,12.519911409315,8572.87895610671,23.145468821214
AGO,2020,10.2406285031165,7827.42804325818,12.2238112230323
AGO,2021,7.75707708708077,8862.28133314521,14.9960876543918
AGO,2022,5.99636978892515,9588.24129511188,
AGO,2023,6.53112872664046,9753.60046763783,
ALB,1999,4.0171836777341,3577.14666769946,
ALB,2000,4.72926682323161,3980.98598252744,
ALB,2001,5.99185280537185,4423.93754718563,
ALB,2002,6.23658613419428,4747.30625479049,
ALB,2003,7.40498530869957,4987.56676460624,
ALB,2004,9.34353472755049,5385.18657151984,
ALB,2005,14.9949314067695,5780.86925966325,
ALB,2006,21.694385269331,6374.63235916423,
ALB,2007,28.7382254050496,7130.47273490218,
ALB,2008,34.3256419939269,7927.8177652877,
ALB,2009,35.915643530046,8473.01262309609,
ALB,2010,36.8712781153133,9210.34628949684,13.5082167685541
ALB,2011,39.0627057245222,9755.82312926131,18.047853036844
ALB,2012,39.150038352089,10051.0717112645,21.1949876792055
ALB,2013,37.8111440431648,10196.5432811696,22.2438572106859
ALB,2014,37.2107984859343,11059.3272352209,21.4603340500502
ALB,2015,35.1058492861305,11571.7065598931,16.8424536921792
ALB,2016,34.2141279270655,12176.1728988544,16.5545127518585
ALB,2017,31.9767041908472,13150.1343210958,11.97172277931
ALB,2018,30.0983798178823,14182.1163892352,10.4273900688183
ALB,2019,30.977709431393,15487.4777327457,7.97222983771095
ALB,2020,34.9031046234328,15342.3241380009,7.65009174813949
ALB,2021,33.6074118897679,17329.5506338461,5.39391025321323
ALB,2022,31.2493414294793,21411.4042648686,4.78957460572704
ALB,2023,29.8471905522004,25011.1181110199,4.55680329892817
AND,1999,,31589.958242948,
AND,2000,,33458.1181625074,
AND,2001,,36895.4402454079,
AND,2002,,38787.0522534918,
AND,2003,,41147.8806955474,
AND,2004,,42717.2377735456,
AND,2005,,44577.8193343081,
AND,2006,,46852.6583902384,
AND,2007,,47501.4309292019,
AND,2008,,44838.9949992176,
AND,2009,,42522.9945639501,
AND,2010,,43853.1712385354,
AND,2011,,46436.1158596161,
AND,2012,,45503.0444832658,
AND,2013,,45609.2307224247,
AND,2014,,48505.6017361608,
AND,2015,,50733.2390011704,
AND,2016,,53110.1426263211,
AND,2017,,53084.8639640903,
AND,2018,,55244.6554088177,
AND,2019,,57475.0692842215,
AND,2020,,52095.8414004627,
AND,2021,,59332.2029100127,
AND,2022,,68470.0759483848,
AND,2023,,71730.668682165,
ARB,1999,34.5430968408331,9355.44185581738,
ARB,2000,32.2500488300581,9944.4866874833,
ARB,2001,34.0337619417712,10137.3932487327,
ARB,2002,34.7610606069633,10152.49384766,
ARB,2003,33.6520950597676,10468.0178109764,
ARB,2004,32.9315599653045,11487.5173343695,
ARB,2005,33.9870810141715,12202.834732239,
ARB,2006,34.0052640698379,13018.8571196732,
ARB,2007,37.2489965831621,13618.2792910057,
ARB,2008,38.6506267188998,14288.8477440664,
ARB,2009,45.3710511528353,14113.5560772557,
ARB,2010,40.730221632466,14676.7818598908,
ARB,2011,37.2531529155819,15244.9957950165,
ARB,2012,36.5112060831525,16106.5306414277,
ARB,2013,38.1046679868507,16033.8598762832,
ARB,2014,41.5538718967936,15817.0827660384,
ARB,2015,50.5976237697303,14332.866212073,
ARB,2016,53.9107287473849,13860.6633153292,
ARB,2017,51.7094111193115,14473.336384684,
ARB,2018,,15558.1307966245,
ARB,2019,,15746.0048842039,
ARB,2020,,14309.3928069443,
ARB,2021,,16026.6357038322,
ARB,2022,,17956.1315624334,
ARB,2023,,18488.7415611006,
ARE,1999,35.5584504362743,87657.9495166478,
ARE,2000,31.2720686676462,92899.3674985796,
ARE,2001,34.4082422274467,90370.2541183751,
ARE,2002,36.1001735680635,88466.5816176093,
ARE,2003,36.1630702795503,92635.9226901803,
ARE,2004,37.7109332547409,98661.4370562637,
ARE,2005,43.7556575674849,101301.412339163,
ARE,2006,47.286885376531,106814.053640356,
ARE,2007,56.0323776363312,100813.188228929,
ARE,2008,67.610924076344,94628.2666607538,
ARE,2009,84.4646663341218,84780.3209706517,4.17812783392795
ARE,2010,70.0809264512521,85120.1974687752,5.26698896173513
ARE,2011,60.4639644028711,89665.4018921986,6.08629581295722
ARE,2012,57.7133017315363,89198.0119017025,7.12965175228017
ARE,2013,57.1648976053859,87526.3254797061,5.85229580988926
ARE,2014,61.4525909327127,87477.7341963514,5.31214096469623
ARE,2015,74.1377933783672,73986.0636395945,4.74620283630956
ARE,2016,78.4671892120161,69986.9835675887,4.79735362210193
ARE,2017,74.7748349824958,70281.8889504211,4.99704232082412
ARE,2018,71.1874913857414,77446.2269929923,5.25650797811494
ARE,2019,72.7325153081651,79816.3010904406,6.02686885240592
ARE,2020,86.0266666260063,66790.6822664754,7.57146032262558
ARE,2021,73.8536279115337,68580.1485423483,7.28694437688478
ARE,2022,63.5529827823328,75071.6586300351,6.55317267111426
ARE,2023,66.0640952832499,77955.2951760879,5.30826886216617
ARG,1999,24.136100774893,11463.8533083263,
ARG,2000,23.1674223158561,11499.9828002518,
ARG,2001,20.1560327767269,11117.754923787,
ARG,2002,15.1156737475206,9953.46492880857,
ARG,2003,10.6211819600196,10933.3925491594,
ARG,2004,9.50128495325813,12117.6797423098,
ARG,2005,10.4169307391323,13464.8128470561,5.18084337444251
ARG,2006,11.532388513893,14843.5778659642,3.3907141955962
ARG,2007,12.6122114252425,16455.1129801674,2.72684750122498
ARG,2008,11.8227697298621,17276.7570886806,2.67920601141364
ARG,2009,11.9992817487158,16182.0753477677,2.98195821294241
ARG,2010,12.4960013900972,17847.6110373178,1.84399576317014
ARG,2011,13.842100943339,19104.9909405228,1.22770795872113
ARG,2012,15.0377690033615,19430.4178068112,1.53673589612636
ARG,2013,15.5654555378253,19928.989490167,1.53372870982538
ARG,2014,13.6569400728306,19487.4181748868,1.79255873857878
ARG,2015,14.2385254616337,19899.1499275245,1.57420132816491
ARG,2016,13.4965267916168,20105.761359796,1.70027750562075
ARG,2017,15.7212691624528,23385.0740904917,1.73479928371252
ARG,2018,15.3763265573184,24410.3919063335,2.95778551361675
ARG,2019,12.7789482484627,23516.8261980886,5.7029147138395
ARG,2020,13.4554773021172,22393.3479575353,4.15006400338998
ARG,2021,11.2727076291742,26300.274261175,4.29211290587395
ARG,2022,10.6415800663745,29808.8073468007,3.09401335778846
ARG,2023,11.8385758763716,30221.4976888753,3.5490485353568
ARM,1999,8.72844325279686,2376.51916946578,
ARM,2000,9.92947046678069,2530.74394657194,
ARM,2001,7.51285912172205,2844.36266367009,
ARM,2002,6.72421360163093,3282.11706337369,
ARM,2003,5.63748767977542,3836.22556768673,
ARM,2004,6.86004152920885,4377.22759682551,
ARM,2005,7.93791421031103,5172.2189210295,1.97208948345974
ARM,2006,8.73621560473201,6072.75924479855,2.4475556859775
ARM,2007,13.4793623631806,7136.75405519953,2.40401572394746
ARM,2008,19.2749992974892,7827.31666746494,4.28418920018598
ARM,2009,24.2169914654454,6811.69247959581,4.86361900244843
ARM,2010,27.6566144411968,7095.21267979009,3.04141129948019
ARM,2011,34.2923995317484,7624.26772626905,3.42109151341693
ARM,2012,38.8574651699037,8942.63537897164,3.66922217057882
ARM,2013,41.0797449988366,9454.87852836557,4.48533892299217
ARM,2014,47.2258374312999,9736.2349746279,6.96975042813576
ARM,2015,43.6021049981862,9756.84084836026,7.94971668385926
ARM,2016,46.2279592635617,10570.2720413936,6.72411125058909
ARM,2017,48.8423873035971,12066.0043093819,5.43231777940314
ARM,2018,52.6231693123389,12877.4937543553,4.75439825091817
ARM,2019,57.3406716513044,14975.7539538157,5.50666582915208
ARM,2020,69.0649480267999,14706.3173043422,6.55481572888625
ARM,2021,58.9303945859551,15921.705281964,1.83298359761034
ARM,2022,50.2903067675615,19161.3700514189,2.39795961089628
ARM,2023,53.3511771575637,21534.030536117,
ATG,1999,53.0151996702084,18088.3822356782,
ATG,2000,53.7713496471014,19318.8965779721,
ATG,2001,56.9076662770729,18568.679914651,
ATG,2002,60.0878404849785,18812.7827770729,
ATG,2003,58.2690527253337,20127.345572169,
ATG,2004,54.42291661404,21628.6836541675,
ATG,2005,53.9303290896611,23484.8001051691,
ATG,2006,56.9746755608082,26949.4085821346,
ATG,2007,56.8669025605526,29850.5675734636,
ATG,2008,58.6556354220414,29978.2095861092,
ATG,2009,65.7920450902874,26156.9151715965,
ATG,2010,69.9672803619414,24071.0297956482,
ATG,2011,67.7158524340669,23804.0790107696,
ATG,2012,61.878190497643,23011.7386611366,
ATG,2013,61.2782354058857,21760.5232864254,
ATG,2014,56.0332947393022,21671.4737856616,
ATG,2015,48.6317411322758,20985.4388292177,9.542383
ATG,2016,47.0134239034493,21320.4375067809,8.655527
ATG,2017,44.2266252584994,21422.0021576627,7.938071
ATG,2018,41.6541874622447,24524.2137953887,6.350929
ATG,2019,41.9491312714393,26550.589844733,5.33456
ATG,2020,53.7704057805228,22370.0918693813,7.39802194432002
ATG,2021,45.4347464248891,25745.4958067746,7.79597173904749
ATG,2022,38.1699416436992,29933.8893698902,6.90908018213116
ATG,2023,38.0118435193016,31601.7527146877,6.05435394456571
AUS,1999,83.9046994061809,25530.8859233341,
AUS,2000,87.3810328646984,26584.8191965725,
AUS,2001,88.1892830335626,27687.7587444103,
AUS,2002,91.0685401335001,29080.0439286946,
AUS,2003,98.9700701383552,30167.241365541,
AUS,2004,102.447693760099,31814.504982852,
AUS,2005,108.259010705054,33089.7023501837,0.564453032698765
AUS,2006,113.405916759874,34890.2248136693,0.574013140486956
AUS,2007,120.28724964726,36708.1660067256,0.559225604529488
AUS,2008,121.444819283971,37616.0112400482,1.35526208847002
AUS,2009,122.113074120131,40434.4890899118,2.01806458457878
AUS,2010,124.791339290254,39504.361082784,2.14856125999861
AUS,2011,121.790806241678,42152.816179831,1.96838634633669
AUS,2012,120.774756172135,43007.2697824131,1.70189150824109
AUS,2013,124.183275636084,46123.4750962848,1.36517488167218
AUS,2014,127.88384873162,47108.5906459966,1.01384449933768
AUS,2015,135.800292705604,46464.5867627929,0.88872549882617
AUS,2016,142.104255731186,47446.2103030951,0.947676353339703
AUS,2017,140.108067004121,48564.8286592372,0.857013750175751
AUS,2018,139.498062822532,50371.233830782,0.901855193874304
AUS,2019,135.666714386567,52885.8313816377,0.961493162441897
AUS,2020,141.704749324424,54184.1614486854,1.10778271314938
AUS,2021,138.339567139855,58327.4146842325,0.912575245358043
AUS,2022,133.643883130747,66103.1797066957,0.721666972849021
AUS,2023,126.962120898014,72272.7092136683,
AUT,1999,,27500.084954534,
AUT,2000,,29220.9853040358,
AUT,2001,89.7803638574187,29553.2333509767,
AUT,2002,88.718096960876,30952.1708232398,
AUT,2003,87.9545213374514,31958.8592412083,
AUT,2004,88.0861722590027,33518.5160023521,
AUT,2005,94.6325863976671,34776.6699535218,
AUT,2006,94.7785280472083,37388.0795380765,2.73942939162815
AUT,2007,93.183321689626,39192.372452379,2.24246731582086
AUT,2008,96.1263148590629,41046.7900352112,1.90306942802893
AUT,2009,98.004316324417,40686.6736355681,2.25042258658752
AUT,2010,98.8057817503699,41735.4574798744,2.83071715205898
AUT,2011,96.3308714596656,44171.5618687028,2.70681550509306
AUT,2012,94.4747330619808,46156.4832073037,2.81336476630545
AUT,2013,92.9373304589254,47519.8522796571,2.86654169526513
AUT,2014,87.9791389799125,48355.4977624407,3.47337431453068
AUT,2015,85.9947836133829,49549.3162311441,3.39283728404187
AUT,2016,83.2593874695782,52397.8635176674,2.69521741465076
AUT,2017,84.3278786256394,53869.8321183556,2.36889544229069
AUT,2018,84.5707144749253,56636.4953030542,2.90095686469682
AUT,2019,86.0215254846411,60354.9279422121,2.41057983492873
AUT,2020,92.7332159422355,58523.0337816246,2.38904558369577
AUT,2021,92.7677951035475,62968.9422311892,2.08460790714203
AUT,2022,88.9187449900384,72065.4974270106,1.99024379279404
AUT,2023,83.8314585746698,73544.6567230487,2.47568341459395
AZE,1999,2.96515605754338,3051.94233354906,
AZE,2000,5.89966050203684,3439.14442872326,
AZE,2001,5.18878181547498,3834.89815906415,
AZE,2002,5.58086872292342,4230.40590214072,
AZE,2003,7.00102698460329,4718.42112339403,
AZE,2004,9.31449990237809,5247.53834365156,
AZE,2005,9.47580394480599,6854.93618778844,
AZE,2006,11.6353270497487,9398.01324794263,
AZE,2007,14.2583932589693,11973.9596323536,
AZE,2008,15.5279083827472,13216.8434974432,
AZE,2009,18.937844916085,14245.503536619,
AZE,2010,17.6985152724361,14930.4099928423,
AZE,2011,17.1892024746746,14804.5744507911,
AZE,2012,19.7342817195951,15994.1466501837,
AZE,2013,25.1239702392321,17267.5118919538,
AZE,2014,30.5754706519967,17563.6122454385,
AZE,2015,38.4189142414491,15075.2726347911,
AZE,2016,31.7486317746238,14535.8020210633,
AZE,2017,21.1466313265413,14315.9296431061,
AZE,2018,19.919621543887,15282.9995232298,
AZE,2019,22.1534167178453,16675.3179361558,
AZE,2020,25.0243544157673,15163.5703327282,
AZE,2021,21.9529518709336,20111.3756952109,
AZE,2022,17.5429100232211,22552.0886560523,2.56167104838046
AZE,2023,22.0842295863667,23651.5994852756,1.92600191309967
BDI,1999,15.235946420729,522.875578671651,
BDI,2000,16.9481387513719,519.237306665577,
BDI,2001,16.1392576263147,528.435573413436,
BDI,2002,20.1262696167099,544.922790017055,
BDI,2003,19.9469307040772,531.812612194556,
BDI,2004,17.1704310292243,551.562209243605,
BDI,2005,14.3589953684852,553.047973759863,
BDI,2006,15.6504313306359,579.707804423789,
BDI,2007,14.5614835019162,593.560734529723,
BDI,2008,13.459272193179,609.042906461819,
BDI,2009,14.4805572075889,604.588154080249,
BDI,2010,18.1751162613098,613.695880049889,9.31523574939506
BDI,2011,21.3406518263366,628.665448296178,7.39310710399005
BDI,2012,20.0144580854028,637.247080191101,8.16828544058576
BDI,2013,19.1242699342347,687.370968311715,9.88695195519018
BDI,2014,19.0039010137475,724.371954183273,10.8229150487183
BDI,2015,17.7612728481042,722.032898379933,17.9166965111326
BDI,2016,17.0185385449473,764.282221636916,21.0565185978806
BDI,2017,14.4772556443062,791.393494929898,14.1900852248363
BDI,2018,16.1007956931796,823.013102241659,
BDI,2019,18.1819637252625,868.423731660834,
BDI,2020,19.0065861621844,958.135599490084,
BDI,2021,28.0118666393617,1035.53857384938,
BDI,2022,34.4434838641191,1104.77718764878,
BDI,2023,36.8611827685858,1149.98405842389,
BEL,1999,,25440.8411888638,
BEL,2000,,27794.0511630862,
BEL,2001,66.2984721275927,28793.5142643594,
BEL,2002,64.1321925711394,30282.2886450283,
BEL,2003,62.5301831222026,30930.6283334744,
BEL,2004,61.841919522188,32059.6878637798,
BEL,2005,63.5971249938717,33177.8909458158,
BEL,2006,65.833003999674,35251.4450697593,1.28016415707089
BEL,2007,68.4432666538424,36798.1918857259,1.16267286868485
BEL,2008,62.7577342668556,37883.3319417819,1.66567893097526
BEL,2009,58.4652273901757,37905.658312629,3.11494720432571
BEL,2010,56.7849458102909,39839.9772772918,2.83293355859471
BEL,2011,55.0140014901831,41244.8495035213,3.34867691886338
BEL,2012,54.489554819636,42483.5250666788,3.79788657163647
BEL,2013,56.1583492623087,43864.1204196838,4.318537467084
BEL,2014,57.6103761794733,45147.6429534057,4.24739060198863
BEL,2015,60.8023814909828,46071.914889496,3.85093164747182
BEL,2016,63.0230419091688,48414.5518065681,3.48452664274546
BEL,2017,63.9603957716519,50256.0631772784,2.96174954064201
BEL,2018,66.3387246518871,52466.7330784599,2.26826570545996
BEL,2019,67.7573168470454,56712.469571978,2.08706915566812
BEL,2020,74.1512307577193,56120.0958420466,2.06995809018823
BEL,2021,72.964537695298,60669.2137746531,2.03126042204704
BEL,2022,70.8620259318796,69128.1388883843,1.83865174031702
BEL,2023,67.729092263424,71946.1447190292,1.82074761185815
BEN,1999,7.14232695249229,1592.13782139447,
BEN,2000,7.76142973832025,1671.35725172854,
BEN,2001,5.13608000150082,1745.98256227696,
BEN,2002,4.83318968885774,1799.88269639499,
BEN,2003,7.67128464773378,1841.60297283874,
BEN,2004,7.74454815173355,1915.34644346381,
BEN,2005,8.97964392554993,1945.56414052296,
BEN,2006,10.2786481382923,2020.60567734722,
BEN,2007,12.240878394152,2135.53787873721,
BEN,2008,12.6767665470178,2215.35163859542,
BEN,2009,15.0218313468171,2213.32895620809,
BEN,2010,15.7273978909034,2220.32854611489,
BEN,2011,16.4522633117944,2264.84186926384,
BEN,2012,15.5338978423749,2346.08416204547,
BEN,2013,16.3473476217105,2511.65309588333,
BEN,2014,16.6324823817263,2670.41561399187,
BEN,2015,16.641873979786,2725.33724817144,
BEN,2016,17.3950894740497,2842.0246258376,
BEN,2017,16.5182924682546,2885.89383987721,
BEN,2018,16.6961161674935,2965.30628143664,
BEN,2019,17.5628620818268,3148.97969597838,
BEN,2020,15.4928446985846,3244.58772756805,
BEN,2021,15.5501996992846,3464.2886286745,
BEN,2022,17.071859597402,3844.15415745816,
BEN,2023,18.5840434356383,4129.9661200142,
BFA,1999,8.94133233050405,886.434090650903,
BFA,2000,10.3212464016435,896.477481510815,
BFA,2001,9.70866810828925,947.919374676953,
BFA,2002,8.85871385120772,973.983933383218,
BFA,2003,11.3534781382915,1037.83799374653,
BFA,2004,12.8697766194306,1079.00009142751,
BFA,2005,13.2253323363812,1171.76432319587,
BFA,2006,14.6096993029702,1244.00243844319,
BFA,2007,12.7263840044823,1290.49951017424,
BFA,2008,15.0365577916506,1351.36041569133,
BFA,2009,16.0241588369275,1359.69224907302,
BFA,2010,15.5841353281323,1449.42216382921,
BFA,2011,15.3143337473993,1531.34338243982,
BFA,2012,16.5866617887842,1571.83884477315,
BFA,2013,20.7699390946102,1642.89213125776,
BFA,2014,23.3588661995455,1661.31773793757,
BFA,2015,24.986758355322,1691.57935387408,
BFA,2016,25.7622388013293,1881.75893134407,
BFA,2017,27.3717236042485,2042.40295259917,
BFA,2018,27.1040907057164,2073.3235382155,
BFA,2019,28.3014161860872,2232.16282016585,
BFA,2020,28.6298399504277,2380.72282781802,
BFA,2021,29.4371711748254,2486.43093147762,
BFA,2022,31.602027766764,2645.24067996611,
BFA,2023,31.8584955295831,2759.30205484605,
BGD,1999,20.6791722327267,1429.9864525185,
BGD,2000,21.4923535418918,1511.90500588844,
BGD,2001,23.8595509667498,1597.58740614435,
BGD,2002,25.8644191619967,1658.80230934569,
BGD,2003,25.6939735335476,1746.12725782298,
BGD,2004,27.5558970398702,1861.51256285455,
BGD,2005,29.0303251824449,2019.73839563431,
BGD,2006,30.8768787159109,2195.29485460994,
BGD,2007,31.7873581960849,2388.10025160357,
BGD,2008,33.81819940186,2554.85788238719,
BGD,2009,35.9853563849809,2675.25945926785,
BGD,2010,40.7679276253303,2833.69544368864,
BGD,2011,42.2589898898135,3051.26983271811,1.9042059394074
BGD,2012,42.7781247378999,3434.27815090447,6.72327958982541
BGD,2013,41.581438384409,3691.10431102117,4.84439636539416
BGD,2014,43.5129671295367,3972.50647733491,9.36516719804562
BGD,2015,44.2041617168677,4212.23578089428,8.39790781352825
BGD,2016,37.6443422797851,4579.13228682862,8.8585217562526
BGD,2017,40.3027362303916,4882.60692615639,8.89566055291347
BGD,2018,39.8812222314378,5490.15881865179,9.88732966644866
BGD,2019,38.8963276596401,6047.12401504125,8.90213335235847
BGD,2020,39.0262779385286,6640.58437331062,7.73754873370445
BGD,2021,38.9590765899848,7441.06913961254,7.96907960398037
BGD,2022,38.8397746626622,8450.54902533941,8.72436040117116
BGD,2023,37.5317860792109,9147.7775066555,9.56912775275673
BGR,1999,11.4699011329981,5853.40511417392,
BGR,2000,11.9474180867616,6429.34612179446,
BGR,2001,14.3305957706742,6918.71544829339,
BGR,2002,18.5626183930875,7636.75040634958,
BGR,2003,25.6925538139988,8120.69171995465,
BGR,2004,32.9705328326091,8855.80150927801,
BGR,2005,38.9108760956619,9891.96378312808,
BGR,2006,42.316642104612,10766.6982662463,
BGR,2007,58.3447337979952,12053.9890484885,
BGR,2008,66.8211281969706,13429.6757682615,2.40390652919768
BGR,2009,68.8598540627739,13312.0398420318,6.42293385932725
BGR,2010,68.1079119655045,14119.5335465478,11.9177087634194
BGR,2011,65.1924339815948,14953.9632866055,14.9736139565097
BGR,2012,65.6983446887853,15468.9385426046,16.6263209293069
BGR,2013,66.1015043714351,15829.5914081048,16.8785208328338
BGR,2014,59.1431222685524,16878.9112868055,16.7465294214345
BGR,2015,54.7162237726231,17652.9470967563,14.612050861519
BGR,2016,51.9461262902659,19348.0484570816,13.1730655335127
BGR,2017,49.7355320868358,20798.049501421,10.434453416252
BGR,2018,50.4765266437485,22605.8660391436,7.80156177334957
BGR,2019,49.7738396618268,25211.6177329277,6.62129943689451
BGR,2020,51.2451860015255,25764.5453471589,5.79835202186254
BGR,2021,48.1031625345449,29457.7113319774,5.94059438427244
BGR,2022,44.6871219449777,34805.7014816755,4.5273315980334
BGR,2023,45.2816623371386,38804.100900756,3.61887237219052
BHR,1999,46.0132820650577,43560.5377467354,
BHR,2000,40.5117896497586,45687.5217405647,
BHR,2001,41.8156768047881,46161.5758464288,
BHR,2002,44.5383071446789,45091.4894218656,
BHR,2003,42.1254859958743,45426.9345932944,
BHR,2004,43.9429196313401,46317.0284804025,
BHR,2005,43.6843509050045,47268.2721612188,
BHR,2006,44.8777557241595,48009.4917421504,
BHR,2007,53.1180542636418,49347.494619615,
BHR,2008,64.2133791234367,50330.3248622522,
BHR,2009,71.4372673126356,48625.6569231596,
BHR,2010,64.9376677365426,49254.5770084238,
BHR,2011,66.9065925077703,52677.4511190668,
BHR,2012,66.5172271480683,56712.5692656153,
BHR,2013,66.9876399343585,56310.3117458189,
BHR,2014,61.3347998045045,54299.0564613228,
BHR,2015,70.5500803025,48034.2468880503,
BHR,2016,,47428.9018907649,
BHR,2017,,50184.5005767301,
BHR,2018,,51993.1307818652,
BHR,2019,,56599.5214364411,
BHR,2020,,53436.0316999712,
BHR,2021,,54954.6757895532,
